2019/05/09 13:02:00 [emerg] 1#1: unexpected end of parameter, expecting ";" in command line
2019/10/22 12:58:07 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/22 12:58:12 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/29 11:01:02 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:02 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:03 [error] 12#12: *82730 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/rise/index"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:03 [error] 12#12: *82730 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:03 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:04 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:04 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:04 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:04 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:04 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:04 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:05 [error] 12#12: *82730 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:39080/", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/rise/index"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:05 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:06 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:06 [error] 12#12: *82730 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/29 11:01:06 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:06 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:01:06 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /1.php HTTP/1.1", upstream: "http://172.16.134.81:39080/1.php", host: "aso.haitunzhuan.com"
2019/10/29 11:01:06 [error] 12#12: *82718 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/1.php"
2019/10/29 11:02:44 [error] 12#12: *82730 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/index.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/index.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/29 11:02:44 [error] 12#12: *81663 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/login.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/login.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/29 11:02:44 [error] 12#12: *82726 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/reset.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/reset.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/29 11:02:44 [error] 12#12: *82733 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /css/nprogress.css HTTP/1.1", upstream: "http://172.16.134.81:39080/css/nprogress.css", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/"
2019/10/29 11:11:59 [error] 12#12: *83094 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/app.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/app.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:11:59 [error] 12#12: *83091 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/bootstrap-datetimepicker.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/bootstrap-datetimepicker.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:11:59 [error] 12#12: *83095 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/bootstrap-datetimepicker.zh-CN.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/bootstrap-datetimepicker.zh-CN.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:11:59 [error] 12#12: *83099 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/recommendation.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/recommendation.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:11:59 [error] 12#12: *83089 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/page.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/page.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:12:00 [error] 12#12: *83095 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /images/appleicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/appleicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/29 11:12:00 [error] 12#12: *83099 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /images/subBj.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/subBj.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/recommendation.css"
2019/10/29 11:12:00 [error] 12#12: *83089 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /images/downicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/downicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/29 11:12:00 [error] 12#12: *83091 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /images/snavicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/snavicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/29 11:12:00 [error] 12#12: *83099 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/app.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/app.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:12:00 [error] 12#12: *83099 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/bootstrap-datetimepicker.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/bootstrap-datetimepicker.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:12:00 [error] 12#12: *83099 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/bootstrap-datetimepicker.zh-CN.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/bootstrap-datetimepicker.zh-CN.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:12:00 [error] 12#12: *83099 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/page.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/page.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
2019/10/29 11:12:00 [error] 12#12: *83099 connect() failed (111: Connection refused) while connecting to upstream, client: 116.227.128.125, server: aso.haitunzhuan.com, request: "GET /js/recommendation.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/recommendation.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/featured/index"
